COD_S11,GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,STRATUM,SISBEN,PEOPLE_HOUSE,,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,JOB,SCHOOL_NAME,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,Cod_SPro,UNIVERSITY,ACADEMIC_PROGRAM,QR_PRO,CR_PRO,CC_PRO,ENG_PRO,WC_PRO,FEP_PRO,G_SC,PERCENTILE,2ND_DECILE,QUARTILE,SEL,SEL_IHE
SB11201320083476,F,Complete Secundary,Complete technique or technology,Independent,Operator,Stratum 2,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,INSTITUTO LA SALLE,PRIVATE,ACADEMIC,69,58,60,58,58,EK201830152654,"CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA",INDUSTRIAL ENGINEERING,47,61,59,58,25,134,148,53,3,3,2,2
SB11201320083506,F,Complete Secundary,Complete Secundary,Independent,Home,Stratum 1,Level 1,Four,,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,I.E.M TÉCNICA COMERCIAL SANTA RITA,PUBLIC,TECHNICAL/ACADEMIC,64,55,58,58,62,EK201830074313,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-BOGOTÁ D.C.,CIVIL ENGINEERING,56,51,9,37,70,103,140,41,3,2,2,2
SB11201320083512,M,Complete professional education,Not sure,Small entrepreneur ,Small entrepreneur ,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL EL MINUTO DE DIOS                                                                               ,PRIVATE,ACADEMIC,63,71,77,78,58,EK201830086005,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,83,76,92,80,50,208,173,85,5,4,4,4
SB11201320083520,M,Complete technique or technology,Complete Secundary,Technical or professional level employee,Home,Stratum 2,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,COLEGIO EL DIVINO NIÑO,PRIVATE,ACADEMIC,49,35,43,46,65,EK201830165047,UNIVERSIDAD DEL ATLANTICO-BARRANQUILLA,INDUSTRIAL ENGINEERING,91,58,48,69,8,129,151,58,3,3,2,2
SB11201320083541,M,Complete professional education,Complete technique or technology,Technical or professional level employee,Independent,Stratum 2,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,INSTITUCION EDUCATIVA PROMOCION SOCIAL DE C/GENA.,PUBLIC,TECHNICAL/ACADEMIC,74,67,73,77,64,EK201830041268,UNIVERSIDAD DE CARTAGENA-CARTAGENA,CHEMICAL ENGINEERING,95,74,96,81,20,161,175,87,5,4,2,2
SB11201320083579,M,Complete Secundary,Complete professional education,Independent,Technical or professional level employee,Stratum 2,It is not classified by the SISBEN,Six,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,COL NTRA SRA DEL CARMEN,PRIVATE,ACADEMIC,54,66,58,70,49,EK201830056039,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MONTERIA,CIVIL ENGINEERING,85,26,31,62,45,102,146,51,3,3,1,2
SB11201320083662,M,Complete Secundary,Complete professional education,Independent,Home,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,GIMN CAMP LOS SAUCES,PRIVATE,ACADEMIC,62,60,77,71,74,EK201830054295,UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.,ELECTRONIC ENGINEERING,95,85,83,85,47,182,177,89,5,4,4,4
SB11201320083772,M,Complete technique or technology,Complete Secundary,Small entrepreneur ,Small entrepreneur ,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Between 7 and less than 10 LMMW,No,INSTITUTO LA SALLE,PRIVATE,ACADEMIC,100,64,65,77,59,EK201830064797,UNIVERSIDAD DEL NORTE-BARRANQUILLA,INDUSTRIAL ENGINEERING,99,93,79,77,88,187,187,95,5,4,3,4
SB11201320083817,M,Complete Secundary,Postgraduate education,Independent,Auxiliary or Administrative,Stratum 2,Level 2,Three,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Between 3 and less than 5 LMMW,No,INSTITUCION EDUCATIVA MARINO GOMEZ ESTRADA,PUBLIC,TECHNICAL/ACADEMIC,86,77,70,71,59,EK201830019079,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,INDUSTRIAL ENGINEERING,99,93,92,69,98,192,194,97,5,4,3,2
SB11201320083899,M,Complete Secundary,Complete professional education,Auxiliary or Administrative,Home,Stratum 3,Esta clasificada en otro Level del SISBEN,Four,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL EL MINUTO DE DIOS                                                                               ,PRIVATE,ACADEMIC,74,49,46,64,57,EK201830077776,UNIVERSIDAD CENTRAL-BOGOTÁ D.C.,MECHANICAL ENGINEERING,77,45,9,49,81,119,147,52,3,3,3,2
SB11201320083977,F,Complete professional education,Complete professional education,Independent professional,Executive,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO EUCARISTICO DE LA MERCED,PRIVATE,ACADEMIC,48,43,51,48,42,EK201830197354,UNIVERSIDAD SIMON BOLIVAR-BARRANQUILLA,INDUSTRIAL ENGINEERING,61,47,57,49,3,121,139,38,2,2,3,2
SB11201320084013,F,Complete primary ,Complete primary ,Independent,Independent,Stratum 3,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO EUCARISTICO DE LA MERCED,PRIVATE,ACADEMIC,54,56,73,59,64,EK201830142545,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA,INDUSTRIAL ENGINEERING,89,48,46,77,21,187,155,64,4,3,2,2
SB11201320084024,M,Complete Secundary,Complete Secundary,Small entrepreneur ,Home,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,"Yes, less than 20 hours per week",INSTITUCION EDUCATIVA COMFACOR JAIME EXBRAYAT,PRIVATE,ACADEMIC,71,59,67,63,55,EK201830059712,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MONTERIA,CIVIL ENGINEERING,81,51,59,70,26,133,155,64,4,3,2,2
SB11201320084092,F,Complete professional education,Complete professional education,Executive,Executive,Stratum 4,It is not classified by the SISBEN,Seven,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO EUCARISTICO DE LA MERCED,PRIVATE,ACADEMIC,61,65,73,61,80,EK201830127626,UNIVERSIDAD DEL NORTE-BARRANQUILLA,CIVIL ENGINEERING,77,95,92,90,90,177,188,95,5,4,4,4
SB11201320084107,F,Complete Secundary,Complete Secundary,Operator,Operator,Stratum 1,Level 1,Five,,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,INSTITUCION EDUCATIVA DEPARTAMENTAL NICOLAS DE FEDERMAN,PUBLIC,ACADEMIC,51,57,58,67,59,EK201830004954,CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-GIRARDOT,CIVIL ENGINEERING,40,75,65,52,22,162,149,55,3,3,1,2
SB11201320084129,M,Complete professional education,Complete professional education,Independent,Independent professional,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL NUEVO MONTESSORIANO                                                                             ,PRIVATE,ACADEMIC,68,71,77,68,82,EK201830089053,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,CHEMICAL ENGINEERING,92,89,98,94,99,175,199,99,5,4,4,4
SB11201320084226,M,Complete professional education,Complete technique or technology,Technical or professional level employee,Auxiliary or Administrative,Stratum 3,Level 2,Six,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO EMILIO SOTO MAYOR,PRIVATE,ACADEMIC,46,61,50,48,54,EK201830069155,UNIVERSIDAD LIBRE-BARRANQUILLA,INDUSTRIAL ENGINEERING,33,57,15,29,55,129,135,32,2,2,4,2
SB11201320084230,M,Complete Secundary,Incomplete technical or technological,Independent,Independent,Stratum 2,Level 2,Four,,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,I.E. JOSE JOAQUIN CASAS,PUBLIC,ACADEMIC,60,52,56,54,42,EK201830158363,UNIVERSIDAD SANTO TOMAS-TUNJA,CIVIL ENGINEERING,77,22,44,33,71,136,147,51,3,3,2,2
SB11201320084234,M,Complete technique or technology,Complete technique or technology,Technical or professional level employee,Home,Stratum 3,Level 2,Three,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,I.E. JOSE JOAQUIN CASAS,PUBLIC,ACADEMIC,61,42,50,58,52,EK201830131712,FUNDACION UNIVERSITARIA LOS LIBERTADORES-BOGOTÁ D.C.,AERONAUTICAL ENGINEERING,38,33,32,26,3,126,124,16,1,1,2,2
SB11201320084497,F,Complete professional education,Complete professional education,Independent professional,Independent professional,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL ROOSEVELTH (ANTIGUO LIC ABEJA MAYA),PRIVATE,ACADEMIC,68,61,62,67,65,EK201830170147,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,62,64,77,82,65,167,166,78,4,4,2,2
SB11201320084776,F,Postgraduate education,Complete technique or technology,Independent professional,Independent professional,Stratum 3,Level 3,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COLEGIO JORGE GAITAN CORTES (IED),PUBLIC,ACADEMIC,60,60,62,61,48,EK201830003328,FUNDACION UNIVERSIDAD DE AMERICA-BOGOTÁ D.C.,CHEMICAL ENGINEERING,90,67,84,77,42,159,168,81,5,4,4,4
SB11201320084806,M,Complete Secundary,Complete Secundary,Independent,Home,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,GIMN CAMP DE FUSAGASUGA,PRIVATE,ACADEMIC,55,46,51,60,52,EK201830078982,UNIVERSIDAD CENTRAL-BOGOTÁ D.C.,MECHANICAL ENGINEERING,67,46,62,62,75,158,158,68,4,3,2,2
SB11201320084817,M,Incomplete primary ,Complete primary ,Independent,Home,Stratum 1,Level 1,Four,,No,No,No,No,No,No,Yes,Yes,Yes,No,less than 1 LMMW,No,I.E. SUSANA TROCHEZ DE VIVAS,PUBLIC,TECHNICAL,64,56,56,62,54,EK201830035564,CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA-POPAYAN,INDUSTRIAL ENGINEERING,73,91,63,65,34,175,162,74,4,3,1,1
SB11201320084821,M,Incomplete technical or technological,Complete professional education,Independent,Independent professional,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,LIC  NSTRA SRA DE TORCOROMA,PRIVATE,ACADEMIC,60,71,91,72,90,EK201830233692,UNIVERSIDAD NACIONAL DE COLOMBIA-MANIZALES,CHEMICAL ENGINEERING,87,92,90,96,3,175,173,86,5,4,3,2
SB11201320084854,F,Complete Secundary,Incomplete technical or technological,Operator,Independent professional,Stratum 2,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,LIC  NSTRA SRA DE TORCOROMA,PRIVATE,ACADEMIC,71,71,70,62,70,EK201830230064,UNIVERSIDAD MANUELA BELTRAN-UMB--BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,87,98,80,85,96,170,190,96,5,4,2,2
SB11201320084952,M,Complete technique or technology,Complete professional education,Technical or professional level employee,Home,Stratum 2,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Between 2 and less than 3 LMMW,No,LIC  NSTRA SRA DE TORCOROMA,PRIVATE,ACADEMIC,73,68,82,64,72,EK201830099327,UNIVERSIDAD COOPERATIVA DE COLOMBIA-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,76,88,94,90,56,174,179,90,5,4,4,2
SB11201320084962,M,Complete professional education,Complete professional education,Independent professional,Executive,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,LIC  NSTRA SRA DE TORCOROMA,PRIVATE,ACADEMIC,73,74,82,65,76,EK201830008970,FUNDACION UNIVERSIDAD DE AMERICA-BOGOTÁ D.C.,MECHANICAL ENGINEERING,91,90,85,96,98,181,195,98,5,4,4,4
SB11201320084968,M,Complete professional education,Complete technique or technology,Executive,Home,Stratum 3,It is not classified by the SISBEN,Four,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,LIC  NSTRA SRA DE TORCOROMA,PRIVATE,ACADEMIC,63,59,62,66,62,EK201830072406,UNIVERSIDAD SANTO TOMAS-BOGOTÁ D.C.,MECHANICAL ENGINEERING,69,70,63,43,49,144,154,63,4,3,4,2
SB11201320085095,M,Complete Secundary,Complete professional education,Small entrepreneur ,Executive,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INST TEC IND CENTRO DON BOSCO,PRIVATE,TECHNICAL,56,68,65,59,52,EK201830085841,UNIVERSIDAD CATOLICA DE COLOMBIA-BOGOTÁ D.C.,ELECTRIC ENGINEERING AND TELECOMMUNICATIONS,92,100,95,81,26,171,185,94,5,4,3,2
SB11201320085172,M,Complete Secundary,Complete Secundary,Retired,Home,Stratum 2,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,LIC  NSTRA SRA DE TORCOROMA,PRIVATE,ACADEMIC,64,64,62,67,70,EK201830008959,FUNDACION UNIVERSIDAD DE AMERICA-BOGOTÁ D.C.,MECHANICAL ENGINEERING,76,76,76,81,37,177,166,79,4,4,3,4
SB11201320085194,M,Incomplete technical or technological,Incomplete technical or technological,Operator,Home,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,LIC  NSTRA SRA DE TORCOROMA,PRIVATE,ACADEMIC,69,66,54,66,55,EK201830072465,UNIVERSIDAD SANTO TOMAS-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,89,75,77,82,69,164,174,86,5,4,3,2
SB11201320085226,F,Complete professional education,Complete professional education,Independent professional,Auxiliary or Administrative,Stratum 5,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,COLEGIO DE LA COMPAÑIA DE MARIA   LA ENSEÑANZA,PRIVATE,ACADEMIC,70,77,73,58,90,EK201830060800,UNIVERSIDAD DEL NORTE-BARRANQUILLA,INDUSTRIAL ENGINEERING,94,84,10,85,92,170,170,83,5,4,4,4
SB11201320085268,M,Complete professional education,Complete technique or technology,Technical or professional level employee,Home,Stratum 2,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO COOPERATIVO EL BUEN PASTOR,PRIVATE,ACADEMIC,53,48,51,55,54,EK201830053157,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA,INDUSTRIAL ENGINEERING,61,46,63,63,25,114,149,55,3,3,4,2
SB11201320085269,M,Incomplete technical or technological,Complete technique or technology,Auxiliary or Administrative,Operator,Stratum 1,It is not classified by the SISBEN,Five,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INSTITUCION EDUCATIVA COMFACOR JAIME EXBRAYAT,PRIVATE,ACADEMIC,86,69,56,81,74,EK201830217012,UNIVERSIDAD DE CORDOBA-MONTERIA,MECHANICAL ENGINEERING,92,76,93,90,95,161,189,96,5,4,2,1
SB11201320085274,M,Complete professional education,Complete professional education,Entrepreneur ,Retired,Stratum 3,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL CLARETIANO                                                                                      ,PRIVATE,ACADEMIC,36,51,50,40,46,EK201830095482,FUNDACION UNIVERSIDAD AUTONOMA DE COLOMBIA -FUAC--BOGOTÁ D.C.,ELECTROMECHANICAL ENGINEERING,17,1,19,32,50,172,117,9,1,1,2,2
SB11201320085287,F,Complete professional education,Complete professional education,Other occupation,Entrepreneur ,Stratum 6,It is not classified by the SISBEN,Eight,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,COLEGIO DE LA COMPAÑIA DE MARIA   LA ENSEÑANZA,PRIVATE,ACADEMIC,77,68,60,75,80,EK201830064811,UNIVERSIDAD DEL NORTE-BARRANQUILLA,INDUSTRIAL ENGINEERING,95,87,77,94,95,172,190,96,5,4,4,4
SB11201320085297,F,Postgraduate education,Complete professional education,Executive,Technical or professional level employee,Stratum 5,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,COLEGIO DE LA COMPAÑIA DE MARIA   LA ENSEÑANZA,PRIVATE,ACADEMIC,77,68,77,70,85,EK201830127583,UNIVERSIDAD DEL NORTE-BARRANQUILLA,CIVIL ENGINEERING,90,95,87,92,96,182,193,97,5,4,4,4
SB11201320085299,F,Complete professional education,Complete professional education,Small entrepreneur ,Executive,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,COLEGIO DE LA COMPAÑIA DE MARIA   LA ENSEÑANZA,PRIVATE,ACADEMIC,71,71,60,75,80,EK201830064839,UNIVERSIDAD DEL NORTE-BARRANQUILLA,INDUSTRIAL ENGINEERING,84,97,33,81,71,207,171,84,5,4,4,4
SB11201320085301,F,Complete professional education,Complete technique or technology,Technical or professional level employee,Home,Stratum 5,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO DE LA COMPAÑIA DE MARIA   LA ENSEÑANZA,PRIVATE,ACADEMIC,66,60,58,66,62,EK201830035348,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA,INDUSTRIAL ENGINEERING,76,69,62,78,63,158,165,77,4,4,4,2
SB11201320085337,F,Incomplete Professional Education,Complete professional education,Technical or professional level employee,Independent professional,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO DE LA COMPAÑIA DE MARIA   LA ENSEÑANZA,PRIVATE,ACADEMIC,70,63,60,59,88,EK201830143245,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA,INDUSTRIAL ENGINEERING,12,91,97,99,100,182,188,95,5,4,4,2
SB11201320085449,F,Complete primary ,Complete Secundary,Independent,Home,Stratum 3,Level 1,Three,,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,I. E. ROSA MARIA HENAO PAVAS,PUBLIC,TECHNICAL/ACADEMIC,60,52,60,45,52,EK201830141620,UNIVERSIDAD DE SAN BUENAVENTURA-MEDELLIN,INDUSTRIAL ENGINEERING,56,3,58,29,59,173,136,33,2,2,2,2
SB11201320085477,M,Complete technique or technology,Complete professional education,Technical or professional level employee,Home,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Between 3 and less than 5 LMMW,No,INST TEC IND CENTRO DON BOSCO,PRIVATE,TECHNICAL,59,55,52,66,50,EK201830072559,UNIVERSIDAD SANTO TOMAS-BOGOTÁ D.C.,ELECTRONIC ENGINEERING,55,14,71,67,16,141,143,44,3,2,4,2
SB11201320085483,F,Incomplete Professional Education,Complete primary ,Small entrepreneur ,Independent,Stratum 2,It is not classified by the SISBEN,Seven,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,INSTITUCION EDUCATIVA COMFACOR JAIME EXBRAYAT,PRIVATE,ACADEMIC,70,57,66,66,65,EK201830065880,UNIVERSIDAD DE CORDOBA-MONTERIA,INDUSTRIAL ENGINEERING,95,94,46,77,87,174,178,90,5,4,1,1
SB11201320085622,M,Complete professional education,Complete professional education,Executive,Auxiliary or Administrative,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,LIC SALAZAR Y HERRERA,PRIVATE,ACADEMIC,76,71,91,87,95,EK201830020077,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,MECHANICAL ENGINEERING,100,100,100,99,0,195,191,97,5,4,4,2
SB11201320085656,M,Complete technique or technology,Complete technique or technology,Technical or professional level employee,Home,Stratum 5,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,LIC SALAZAR Y HERRERA,PRIVATE,ACADEMIC,68,64,77,58,74,EK201830016204,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CIVIL ENGINEERING,100,82,96,92,88,186,196,98,5,4,3,2
SB11201320085700,M,Complete Secundary,Complete professional education,Independent,Technical or professional level employee,Stratum 2,It is not classified by the SISBEN,Five,,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO SAN JOSE HERMANISTAS DE LA ANUNCIACION,PRIVATE,ACADEMIC,73,71,82,63,42,EK201830169796,UNIVERSIDAD DEL ATLANTICO-BARRANQUILLA,INDUSTRIAL ENGINEERING,93,87,81,45,25,204,165,77,4,4,2,2
SB11201320085785,M,Complete Secundary,Complete Secundary,Small entrepreneur ,Small entrepreneur ,Stratum 2,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,LIC SALAZAR Y HERRERA,PRIVATE,ACADEMIC,77,75,70,95,78,EK201830016167,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CIVIL ENGINEERING,100,99,97,87,53,149,194,98,5,4,2,2
SB11201320085820,F,Incomplete Professional Education,Complete technique or technology,Small entrepreneur ,Auxiliary or Administrative,Stratum 2,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,LIC INF SANTA TERESITA DE LISIEUX,PRIVATE,ACADEMIC,65,67,70,66,70,EK201830084518,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,98,93,89,86,53,173,184,93,5,4,2,4
SB11201320085840,M,Complete Secundary,Complete professional education,Operator,Auxiliary or Administrative,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,LIC SALAZAR Y HERRERA,PRIVATE,ACADEMIC,60,64,67,63,46,EK201830067202,UNIVERSIDAD DE MEDELLIN-MEDELLIN,CIVIL ENGINEERING,85,44,68,29,54,143,153,61,4,3,4,3
SB11201320085852,M,Complete professional education,Complete technique or technology,Executive,Auxiliary or Administrative,Stratum 2,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COLEGIO SAN JOSE HERMANISTAS DE LA ANUNCIACION,PRIVATE,ACADEMIC,78,77,82,82,76,EK201830064278,UNIVERSIDAD DEL NORTE-BARRANQUILLA,INDUSTRIAL ENGINEERING,97,97,98,76,100,206,202,99,5,4,2,4
SB11201320085861,M,Complete Secundary,Complete Secundary,Retired,Home,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,LIC SALAZAR Y HERRERA,PRIVATE,ACADEMIC,67,69,67,74,100,EK201830016159,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CIVIL ENGINEERING,89,88,86,92,37,205,178,89,5,4,1,2
SB11201320085882,M,Complete professional education,Complete technique or technology,Independent,Independent professional,Stratum 2,Level 3,Seven,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,LIC SALAZAR Y HERRERA,PRIVATE,ACADEMIC,82,87,77,87,68,EK201830016138,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CIVIL ENGINEERING,100,100,43,66,88,220,187,95,5,4,4,2
SB11201320085885,M,Incomplete Secundary,Complete Secundary,Other occupation,Independent,Stratum 4,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,LIC SALAZAR Y HERRERA,PRIVATE,ACADEMIC,78,64,62,82,59,EK201830020837,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CHEMICAL ENGINEERING,99,93,86,93,50,172,187,95,5,4,1,2
SB11201320085904,M,Complete primary ,Incomplete Secundary,Other occupation,Home,Stratum 3,It is not classified by the SISBEN,Three,,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,I.E.D. INTEGRADA DE TAUSA,PUBLIC,TECHNICAL/ACADEMIC,56,49,60,58,48,EK201830199683,UNIVERSIDAD DE LA SABANA-CHIA,INDUSTRIAL ENGINEERING,98,50,43,43,83,196,162,74,4,3,1,4
SB11201320085971,F,Incomplete primary ,Complete Secundary,Other occupation,Home,Stratum 2,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,COLEGIO SAN JOSE HERMANISTAS DE LA ANUNCIACION,PRIVATE,ACADEMIC,70,66,73,75,67,EK201830172295,UNIVERSIDAD DEL ATLANTICO-BARRANQUILLA,INDUSTRIAL ENGINEERING,97,80,76,86,61,179,178,90,5,4,2,2
